CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ChurnStatus,TenureGroup,RiskScore
54294,0,15.0,Mobile Phone,Tier 3,16.0,Debit Card,Male,4.0,4,Fashion,3,Married,5,Complained,14.0,1.0,2.0,8.0,206.89,Active,Loyal (12+ months),2
54295,0,1.0,Mobile Phone,Tier 2,32.0,Debit Card,Female,4.0,4,Mobile Phone,3,Married,3,No Complaint,24.0,3.0,6.0,8.0,154.42,Active,New (0-6 months),0
54296,0,10.0,Mobile Phone,Tier 1,13.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Married,8,No Complaint,21.0,1.0,2.0,2.0,174.41,Active,Mid (6-12 months),0
54297,1,15.0,Computer,Tier 1,15.0,Debit Card,Male,3.0,6,Fashion,1,Single,4,No Complaint,16.0,2.0,2.0,4.0,231.5,Churned,Loyal (12+ months),1
54298,0,13.0,Mobile Phone,Tier 3,11.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Married,6,No Complaint,15.0,6.0,6.0,10.0,184.02,Active,Loyal (12+ months),0
54299,0,1.0,Mobile Phone,Tier 3,35.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,4,No Complaint,19.0,2.0,3.0,3.0,211.39,Active,New (0-6 months),0
54300,0,4.0,Mobile Phone,Tier 2,16.0,UPI,Male,3.0,4,Laptop & Accessory,1,Married,2,Complained,20.0,5.0,5.0,8.0,188.47,Active,New (0-6 months),3
54301,1,1.0,Mobile Phone,Tier 1,16.0,Credit Card,Female,3.0,4,Mobile Phone,5,Single,9,No Complaint,23.0,2.0,2.0,5.0,167.0,Churned,New (0-6 months),0
54302,0,19.0,Mobile Phone,Tier 1,36.0,Credit Card,Male,3.0,4,Mobile Phone,1,Single,7,No Complaint,14.0,2.0,2.0,4.0,159.52,Active,Loyal (12+ months),1
54303,0,12.0,Mobile Phone,Tier 1,10.0,COD,Female,3.0,4,Laptop & Accessory,3,Single,5,Complained,21.0,3.0,3.0,3.0,168.17,Active,Mid (6-12 months),2
54304,0,4.0,Mobile Phone,Tier 1,25.0,Debit Card,Female,4.0,4,Mobile Phone,3,Single,3,No Complaint,15.0,2.0,2.0,5.0,151.32,Active,New (0-6 months),0
54305,0,6.0,Computer,Tier 3,16.0,Credit Card,Male,3.0,6,Laptop & Accessory,1,Married,2,No Complaint,18.0,1.0,2.0,8.0,171.68,Active,New (0-6 months),1
54306,0,4.0,Mobile Phone,Tier 1,12.0,COD,Female,3.0,4,Mobile Phone,5,Married,7,No Complaint,15.0,1.0,3.0,31.0,157.04,Active,New (0-6 months),1
54307,0,4.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,3.0,5,Mobile Phone,1,Single,2,No Complaint,14.0,1.0,2.0,3.0,152.2,Active,New (0-6 months),1
54308,0,15.0,Computer,Tier 1,17.0,Debit Card,Male,4.0,5,Grocery,5,Married,6,No Complaint,15.0,3.0,8.0,8.0,296.81,Active,Loyal (12+ months),0
54309,0,15.0,Phone,Tier 1,16.0,Debit Card,Male,4.0,4,Mobile Phone,5,Married,4,No Complaint,22.0,1.0,2.0,5.0,147.38,Active,Loyal (12+ months),0
54310,0,1.0,Phone,Tier 1,10.0,Credit Card,Female,4.0,4,Mobile Phone,4,Single,3,No Complaint,15.0,2.0,2.0,1.0,139.83,Active,New (0-6 months),0
54311,0,14.0,Computer,Tier 1,33.0,Credit Card,Female,3.0,4,Laptop & Accessory,4,Married,3,No Complaint,12.0,1.0,3.0,14.0,181.05,Active,Loyal (12+ months),0
54312,0,9.0,Mobile Phone,Tier 3,7.0,E wallet,Male,4.0,4,Fashion,4,Married,3,No Complaint,14.0,1.0,2.0,7.0,197.95,Active,Mid (6-12 months),0
54313,0,27.0,Phone,Tier 3,13.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,4,Complained,21.0,1.0,5.0,6.0,148.06,Active,Loyal (12+ months),2
54314,0,19.0,Phone,Tier 1,16.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Married,10,No Complaint,19.0,2.0,2.0,16.0,148.48,Active,Loyal (12+ months),0
54315,0,6.0,Computer,Tier 3,15.0,E wallet,Female,3.0,4,Fashion,1,Single,3,No Complaint,15.0,3.0,4.0,3.0,214.98,Active,New (0-6 months),1
54316,0,3.0,Computer,Tier 1,7.0,COD,Male,3.0,4,Laptop & Accessory,3,Married,3,No Complaint,14.0,1.0,2.0,10.0,168.19,Active,New (0-6 months),0
54317,0,25.0,Mobile Phone,Tier 1,14.0,Credit Card,Male,3.0,5,Laptop & Accessory,3,Married,4,No Complaint,18.0,2.0,2.0,1.0,186.32,Active,Loyal (12+ months),0
54318,0,31.0,Mobile Phone,Tier 1,16.0,Credit Card,Female,4.0,5,Mobile Phone,4,Married,6,Complained,21.0,2.0,2.0,1.0,158.46,Active,Loyal (12+ months),2
54319,0,14.0,Mobile Phone,Tier 3,11.0,E wallet,Male,4.0,5,Fashion,1,Married,9,No Complaint,12.0,2.0,2.0,12.0,233.55,Active,Loyal (12+ months),1
54320,0,8.0,Computer,Tier 3,9.0,E wallet,Female,4.0,4,Mobile Phone,3,Married,8,No Complaint,19.0,1.0,2.0,3.0,147.31,Active,Mid (6-12 months),0
54321,0,1.0,Phone,Tier 1,26.0,Credit Card,Male,4.0,4,Mobile Phone,1,Married,3,No Complaint,25.0,3.0,3.0,3.0,148.23,Active,New (0-6 months),1
54322,0,1.0,Computer,Tier 1,16.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,8,No Complaint,19.0,3.0,3.0,3.0,145.24,Active,New (0-6 months),0
54323,0,2.0,Mobile Phone,Tier 1,28.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,3,No Complaint,12.0,1.0,2.0,3.0,152.13,Active,New (0-6 months),1
54324,0,31.0,Mobile Phone,Tier 1,31.0,Debit Card,Male,3.0,2,Fashion,1,Married,5,Complained,17.0,2.0,2.0,3.0,219.39,Active,Loyal (12+ months),3
54325,0,1.0,Computer,Tier 1,10.0,Credit Card,Male,4.0,5,Mobile Phone,3,Married,3,Complained,16.0,1.0,2.0,2.0,150.66,Active,New (0-6 months),2
54326,0,24.0,Mobile Phone,Tier 1,18.0,Debit Card,Female,3.0,4,Others,4,Single,5,No Complaint,16.0,1.0,5.0,5.0,324.26,Active,Loyal (12+ months),0
54327,0,15.0,Mobile Phone,Tier 1,21.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,6,No Complaint,13.0,2.0,2.0,9.0,149.51,Active,Loyal (12+ months),0
54328,0,4.0,Mobile Phone,Tier 3,12.0,Debit Card,Female,3.0,4,Fashion,1,Married,4,No Complaint,13.0,2.0,8.0,3.0,219.19,Active,New (0-6 months),1
54329,0,12.0,Mobile Phone,Tier 3,7.0,Debit Card,Female,3.0,5,Laptop & Accessory,1,Single,6,No Complaint,23.0,1.0,2.0,3.0,211.86,Active,Mid (6-12 months),1
54330,0,6.0,Mobile Phone,Tier 1,13.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,5,No Complaint,21.0,1.0,2.0,5.0,155.38,Active,New (0-6 months),0
54331,0,1.0,Mobile Phone,Tier 1,24.0,COD,Male,3.0,4,Mobile Phone,4,Married,2,Complained,17.0,1.0,2.0,2.0,155.58,Active,New (0-6 months),2
54332,1,1.0,Computer,Tier 3,7.0,COD,Female,4.0,6,Mobile Phone,5,Single,2,No Complaint,22.0,2.0,2.0,1.0,148.25,Churned,New (0-6 months),0
54333,0,10.0,Computer,Tier 1,10.0,Credit Card,Male,2.0,4,Mobile Phone,4,Single,6,No Complaint,13.0,3.0,8.0,3.0,145.88,Active,Mid (6-12 months),0
54334,0,4.0,Computer,Tier 1,16.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,3,No Complaint,12.0,6.0,7.0,11.0,155.72,Active,New (0-6 months),0
54335,0,19.0,Mobile Phone,Tier 3,11.0,Debit Card,Female,2.0,4,Laptop & Accessory,5,Married,6,Complained,12.0,1.0,2.0,4.0,175.06,Active,Loyal (12+ months),2
54336,0,30.0,Mobile Phone,Tier 1,15.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,6,Complained,19.0,3.0,3.0,3.0,167.57,Active,Loyal (12+ months),2
54337,0,7.0,Mobile Phone,Tier 1,9.0,Debit Card,Male,3.0,4,Mobile Phone,1,Single,2,No Complaint,15.0,2.0,2.0,3.0,150.0,Active,Mid (6-12 months),1
54338,1,1.0,Phone,Tier 1,9.0,Debit Card,Male,3.0,5,Mobile Phone,1,Single,3,No Complaint,23.0,2.0,2.0,1.0,136.02,Churned,New (0-6 months),1
54339,0,20.0,Mobile Phone,Tier 3,7.0,E wallet,Female,4.0,4,Fashion,5,Married,3,No Complaint,26.0,9.0,16.0,3.0,229.53,Active,Loyal (12+ months),0
54340,0,12.0,Phone,Tier 1,16.0,Debit Card,Female,4.0,4,Mobile Phone,1,Single,3,No Complaint,13.0,2.0,3.0,2.0,147.88,Active,Mid (6-12 months),1
54341,0,5.0,Mobile Phone,Tier 1,19.0,Credit Card,Female,4.0,4,Mobile Phone,1,Married,10,Complained,24.0,2.0,2.0,3.0,164.29,Active,New (0-6 months),3
54342,0,8.0,Phone,Tier 1,34.0,Credit Card,Female,4.0,4,Mobile Phone,4,Single,4,No Complaint,16.0,1.0,2.0,3.0,148.11,Active,Mid (6-12 months),0
54343,1,5.0,Mobile Phone,Tier 3,27.0,E wallet,Female,4.0,4,Mobile Phone,4,Single,3,Complained,23.0,1.0,2.0,3.0,156.4,Churned,New (0-6 months),2
54344,0,24.0,Mobile Phone,Tier 1,7.0,Credit Card,Male,3.0,5,Mobile Phone,3,Married,4,No Complaint,16.0,2.0,2.0,3.0,161.9,Active,Loyal (12+ months),0
54345,0,27.0,Mobile Phone,Tier 1,20.0,Credit Card,Female,3.0,2,Laptop & Accessory,5,Married,3,No Complaint,12.0,2.0,2.0,4.0,169.5,Active,Loyal (12+ months),0
54346,0,7.0,Mobile Phone,Tier 1,21.0,Credit Card,Female,4.0,4,Mobile Phone,4,Married,3,No Complaint,14.0,2.0,2.0,7.0,152.56,Active,Mid (6-12 months),0
54347,0,14.0,Mobile Phone,Tier 1,11.0,Credit Card,Female,3.0,4,Others,3,Married,3,No Complaint,15.0,2.0,10.0,10.0,315.33,Active,Loyal (12+ months),0
54348,0,29.0,Mobile Phone,Tier 1,21.0,Credit Card,Male,4.0,2,Others,4,Single,10,No Complaint,15.0,3.0,3.0,16.0,312.22,Active,Loyal (12+ months),0
54349,0,8.0,Computer,Tier 1,9.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,3,No Complaint,18.0,1.0,2.0,3.0,220.47,Active,Mid (6-12 months),0
54350,0,25.0,Mobile Phone,Tier 1,10.0,Credit Card,Female,4.0,4,Grocery,4,Single,5,No Complaint,19.0,1.0,2.0,1.0,262.34,Active,Loyal (12+ months),0
54351,0,26.0,Mobile Phone,Tier 1,7.0,Debit Card,Male,4.0,5,Others,3,Married,2,No Complaint,15.0,8.0,12.0,10.0,324.99,Active,Loyal (12+ months),0
54352,0,1.0,Phone,Tier 1,16.0,Credit Card,Female,5.0,4,Mobile Phone,4,Single,3,No Complaint,17.0,1.0,2.0,4.0,147.79,Active,New (0-6 months),0
54353,1,1.0,Mobile Phone,Tier 1,30.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,5,Complained,14.0,2.0,2.0,2.0,184.16,Churned,New (0-6 months),2
54354,0,17.0,Computer,Tier 1,14.0,Credit Card,Male,3.0,2,Mobile Phone,1,Married,6,No Complaint,15.0,2.0,3.0,3.0,145.89,Active,Loyal (12+ months),1
54355,0,19.0,Computer,Tier 1,9.0,Credit Card,Male,4.0,5,Grocery,1,Married,11,No Complaint,15.0,2.0,12.0,9.0,292.92,Active,Loyal (12+ months),1
54356,0,11.0,Mobile Phone,Tier 1,28.0,Debit Card,Male,4.0,2,Mobile Phone,5,Married,3,Complained,13.0,2.0,2.0,8.0,160.64,Active,Mid (6-12 months),2
54357,0,9.0,Computer,Tier 1,9.0,Credit Card,Female,3.0,4,Laptop & Accessory,4,Single,7,No Complaint,12.0,1.0,2.0,3.0,169.25,Active,Mid (6-12 months),0
54358,0,16.0,Computer,Tier 1,28.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Married,4,No Complaint,17.0,1.0,2.0,3.0,177.65,Active,Loyal (12+ months),0
54359,0,12.0,Mobile Phone,Tier 1,9.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,11,No Complaint,15.0,2.0,2.0,1.0,190.53,Active,Mid (6-12 months),0
54360,0,12.0,Mobile Phone,Tier 1,36.0,COD,Male,3.0,4,Laptop & Accessory,1,Married,5,No Complaint,19.0,1.0,2.0,8.0,187.61,Active,Mid (6-12 months),1
54361,0,1.0,Computer,Tier 1,7.0,COD,Male,3.0,5,Laptop & Accessory,5,Married,7,No Complaint,20.0,3.0,3.0,1.0,167.98,Active,New (0-6 months),0
54362,0,23.0,Computer,Tier 1,25.0,Debit Card,Male,4.0,4,Laptop & Accessory,1,Married,3,Complained,16.0,1.0,2.0,8.0,193.04,Active,Loyal (12+ months),3
54363,0,8.0,Computer,Tier 1,17.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,3,Complained,18.0,3.0,3.0,1.0,163.15,Active,Mid (6-12 months),2
54364,0,14.0,Mobile Phone,Tier 1,26.0,Credit Card,Male,2.0,4,Laptop & Accessory,1,Married,10,Complained,16.0,4.0,4.0,8.0,152.41,Active,Loyal (12+ months),3
54365,1,2.0,Mobile Phone,Tier 1,36.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,9,Complained,20.0,2.0,2.0,1.0,191.73,Churned,New (0-6 months),2
54366,1,1.0,Mobile Phone,Tier 3,34.0,E wallet,Female,3.0,4,Fashion,1,Married,3,No Complaint,23.0,1.0,2.0,10.0,201.39,Churned,New (0-6 months),1
54367,0,1.0,Phone,Tier 1,12.0,Debit Card,Male,3.0,2,Mobile Phone,4,Married,3,Complained,17.0,3.0,3.0,3.0,148.28,Active,New (0-6 months),2
54368,0,10.0,Computer,Tier 1,25.0,Credit Card,Female,4.0,4,Mobile Phone,1,Single,3,No Complaint,14.0,1.0,2.0,8.0,146.53,Active,Mid (6-12 months),1
54369,0,14.0,Computer,Tier 1,16.0,Debit Card,Male,4.0,5,Laptop & Accessory,1,Married,11,No Complaint,15.0,1.0,2.0,3.0,173.76,Active,Loyal (12+ months),1
54370,0,20.0,Mobile Phone,Tier 1,7.0,Credit Card,Male,4.0,4,Fashion,5,Married,9,No Complaint,17.0,1.0,2.0,3.0,218.96,Active,Loyal (12+ months),0
54371,1,1.0,Mobile Phone,Tier 3,11.0,Credit Card,Male,3.0,6,Fashion,1,Married,3,No Complaint,12.0,7.0,10.0,3.0,229.0,Churned,New (0-6 months),1
54372,0,4.0,Computer,Tier 1,7.0,Debit Card,Male,3.0,5,Fashion,3,Single,3,No Complaint,23.0,5.0,6.0,3.0,209.74,Active,New (0-6 months),0
54373,0,1.0,Computer,Tier 3,27.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Single,3,No Complaint,15.0,2.0,2.0,3.0,224.81,Active,New (0-6 months),0
54374,0,25.0,Mobile Phone,Tier 1,15.0,Debit Card,Male,3.0,5,Fashion,4,Married,7,No Complaint,17.0,3.0,2.0,8.0,249.9,Active,Loyal (12+ months),0
54375,1,1.0,Mobile Phone,Tier 1,10.0,COD,Female,3.0,4,Mobile Phone,5,Single,7,Complained,12.0,1.0,2.0,5.0,151.57,Churned,New (0-6 months),2
54376,0,15.0,Mobile Phone,Tier 3,13.0,Debit Card,Female,4.0,4,Fashion,1,Single,5,Complained,19.0,1.0,2.0,1.0,260.91,Active,Loyal (12+ months),3
54377,1,1.0,Computer,Tier 3,33.0,E wallet,Female,3.0,5,Laptop & Accessory,5,Single,7,No Complaint,16.0,2.0,2.0,2.0,191.96,Churned,New (0-6 months),0
54378,1,1.0,Phone,Tier 1,7.0,COD,Male,3.0,4,Mobile Phone,3,Single,2,No Complaint,15.0,1.0,2.0,6.0,145.58,Churned,New (0-6 months),0
54379,0,19.0,Computer,Tier 3,13.0,Credit Card,Female,3.0,5,Fashion,1,Single,8,No Complaint,13.0,6.0,13.0,3.0,213.65,Active,Loyal (12+ months),1
54380,0,28.0,Mobile Phone,Tier 3,10.0,E wallet,Female,3.0,4,Laptop & Accessory,5,Married,4,No Complaint,15.0,2.0,2.0,6.0,184.4,Active,Loyal (12+ months),0
54381,0,10.0,Mobile Phone,Tier 1,12.0,Debit Card,Male,4.0,4,Laptop & Accessory,4,Single,10,No Complaint,17.0,3.0,4.0,8.0,184.14,Active,Mid (6-12 months),0
54382,0,7.0,Mobile Phone,Tier 1,11.0,Credit Card,Female,3.0,5,Mobile Phone,4,Married,8,No Complaint,22.0,1.0,2.0,2.0,151.22,Active,Mid (6-12 months),0
54383,0,11.0,Computer,Tier 1,18.0,UPI,Male,3.0,4,Fashion,1,Married,3,Complained,15.0,2.0,2.0,8.0,246.85,Active,Mid (6-12 months),3
54384,0,12.0,Mobile Phone,Tier 3,10.0,Debit Card,Male,4.0,4,Fashion,3,Married,2,No Complaint,13.0,2.0,6.0,3.0,231.09,Active,Mid (6-12 months),0
54385,0,5.0,Computer,Tier 1,7.0,Credit Card,Male,3.0,6,Laptop & Accessory,3,Married,2,No Complaint,13.0,1.0,2.0,5.0,168.45,Active,New (0-6 months),0
54386,0,31.0,Phone,Tier 1,10.0,Debit Card,Male,4.0,5,Mobile Phone,1,Married,5,No Complaint,18.0,1.0,2.0,1.0,146.77,Active,Loyal (12+ months),1
54387,0,11.0,Computer,Tier 3,11.0,E wallet,Male,3.0,4,Mobile Phone,1,Married,6,No Complaint,18.0,4.0,6.0,9.0,152.93,Active,Mid (6-12 months),1
54388,0,3.0,Computer,Tier 3,7.0,Credit Card,Female,3.0,4,Fashion,1,Married,3,No Complaint,15.0,5.0,5.0,2.0,204.18,Active,New (0-6 months),1
54389,0,9.0,Computer,Tier 3,7.0,E wallet,Female,4.0,4,Fashion,3,Single,3,No Complaint,15.0,2.0,2.0,3.0,212.89,Active,Mid (6-12 months),0
54390,1,1.0,Phone,Tier 1,25.0,Credit Card,Male,3.0,5,Mobile Phone,1,Single,3,Complained,14.0,1.0,2.0,2.0,148.89,Churned,New (0-6 months),3
54391,0,26.0,Mobile Phone,Tier 1,9.0,Debit Card,Female,3.0,5,Mobile Phone,1,Single,9,No Complaint,16.0,3.0,3.0,3.0,157.12,Active,Loyal (12+ months),1
54392,0,16.0,Mobile Phone,Tier 1,11.0,Cash on Delivery,Male,3.0,4,Others,1,Married,3,No Complaint,15.0,1.0,12.0,16.0,317.32,Active,Loyal (12+ months),1
54393,0,31.0,Phone,Tier 2,13.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,10,No Complaint,18.0,1.0,3.0,3.0,147.67,Active,Loyal (12+ months),0
54394,0,24.0,Mobile Phone,Tier 3,7.0,Credit Card,Female,4.0,4,Others,1,Married,5,No Complaint,15.0,2.0,2.0,7.0,320.17,Active,Loyal (12+ months),1
54395,1,1.0,Phone,Tier 1,21.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,7,Complained,14.0,2.0,2.0,5.0,149.36,Churned,New (0-6 months),3
54396,0,17.0,Mobile Phone,Tier 3,23.0,E wallet,Female,4.0,4,Grocery,1,Married,7,Complained,23.0,1.0,2.0,10.0,285.64,Active,Loyal (12+ months),3
54397,1,1.0,Mobile Phone,Tier 1,9.0,Debit Card,Female,3.0,4,Mobile Phone,5,Married,9,No Complaint,21.0,2.0,2.0,8.0,152.07,Churned,New (0-6 months),0
54398,0,26.0,Computer,Tier 3,9.0,Debit Card,Male,4.0,5,Others,3,Single,3,Complained,15.0,2.0,16.0,13.0,315.68,Active,Loyal (12+ months),2
54399,0,6.0,Mobile Phone,Tier 3,11.0,Debit Card,Female,3.0,4,Mobile Phone,4,Married,4,No Complaint,12.0,2.0,2.0,3.0,164.31,Active,New (0-6 months),0
54400,1,1.0,Mobile Phone,Tier 1,7.0,Debit Card,Male,4.0,5,Mobile Phone,3,Single,2,Complained,15.0,1.0,2.0,3.0,162.3,Churned,New (0-6 months),2
54401,0,13.0,Phone,Tier 1,7.0,Credit Card,Female,4.0,4,Mobile Phone,3,Married,9,No Complaint,15.0,2.0,2.0,3.0,147.32,Active,Loyal (12+ months),0
54402,0,6.0,Computer,Tier 3,33.0,E wallet,Male,4.0,4,Laptop & Accessory,1,Married,2,No Complaint,19.0,3.0,3.0,3.0,169.65,Active,New (0-6 months),1
54403,0,15.0,Mobile Phone,Tier 1,26.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,4,No Complaint,17.0,1.0,2.0,1.0,155.72,Active,Loyal (12+ months),0
54404,0,14.0,Mobile Phone,Tier 1,31.0,COD,Male,4.0,4,Laptop & Accessory,1,Married,3,No Complaint,18.0,3.0,5.0,8.0,158.19,Active,Loyal (12+ months),1
54405,0,19.0,Mobile Phone,Tier 1,7.0,UPI,Male,4.0,2,Others,1,Married,2,No Complaint,15.0,2.0,2.0,8.0,317.02,Active,Loyal (12+ months),1
54406,0,5.0,Computer,Tier 1,10.0,Credit Card,Male,4.0,4,Fashion,3,Married,11,No Complaint,13.0,1.0,3.0,3.0,261.75,Active,New (0-6 months),0
54407,0,7.0,Mobile Phone,Tier 1,12.0,Debit Card,Female,4.0,5,Mobile Phone,1,Married,3,No Complaint,14.0,1.0,2.0,3.0,154.11,Active,Mid (6-12 months),1
54408,0,8.0,Mobile Phone,Tier 1,9.0,Debit Card,Male,3.0,5,Laptop & Accessory,5,Married,8,No Complaint,14.0,1.0,6.0,10.0,184.57,Active,Mid (6-12 months),0
54409,0,11.0,Mobile Phone,Tier 1,7.0,Credit Card,Female,3.0,5,Mobile Phone,5,Married,4,No Complaint,15.0,1.0,2.0,3.0,164.2,Active,Mid (6-12 months),0
54410,0,19.0,Computer,Tier 1,14.0,Debit Card,Male,4.0,2,Laptop & Accessory,3,Married,6,No Complaint,18.0,2.0,2.0,3.0,189.34,Active,Loyal (12+ months),0
54411,1,1.0,Computer,Tier 1,17.0,Credit Card,Male,4.0,4,Fashion,3,Married,8,No Complaint,12.0,1.0,2.0,3.0,225.48,Churned,New (0-6 months),0
54412,0,13.0,Computer,Tier 1,9.0,Cash on Delivery,Female,4.0,4,Fashion,3,Single,2,No Complaint,26.0,7.0,2.0,9.0,234.38,Active,Loyal (12+ months),0
54413,0,3.0,Phone,Tier 1,22.0,Debit Card,Male,3.0,4,Mobile Phone,1,Single,3,No Complaint,20.0,2.0,2.0,6.0,148.4,Active,New (0-6 months),1
54414,0,16.0,Mobile Phone,Tier 1,24.0,Debit Card,Female,3.0,2,Laptop & Accessory,5,Single,5,Complained,14.0,2.0,2.0,3.0,190.45,Active,Loyal (12+ months),2
54415,0,3.0,Mobile Phone,Tier 3,27.0,E wallet,Male,3.0,4,Laptop & Accessory,1,Married,4,No Complaint,15.0,2.0,2.0,3.0,194.31,Active,New (0-6 months),1
54416,0,1.0,Mobile Phone,Tier 1,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Married,2,No Complaint,13.0,2.0,2.0,3.0,173.98,Active,New (0-6 months),0
54417,0,16.0,Mobile Phone,Tier 1,9.0,Credit Card,Female,3.0,5,Mobile Phone,5,Married,2,Complained,12.0,8.0,8.0,9.0,150.93,Active,Loyal (12+ months),2
54418,0,14.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,3.0,4,Others,3,Married,2,No Complaint,15.0,4.0,4.0,10.0,319.36,Active,Loyal (12+ months),0
54419,0,25.0,Mobile Phone,Tier 1,7.0,Debit Card,Male,4.0,4,Mobile Phone,1,Married,3,No Complaint,12.0,2.0,2.0,1.0,152.23,Active,Loyal (12+ months),1
54420,1,1.0,Computer,Tier 1,36.0,Credit Card,Male,4.0,5,Mobile Phone,4,Single,2,No Complaint,12.0,1.0,2.0,5.0,159.79,Churned,New (0-6 months),0
54421,0,6.0,Computer,Tier 1,14.0,Debit Card,Male,4.0,2,Mobile Phone,4,Married,3,No Complaint,21.0,1.0,2.0,4.0,152.94,Active,New (0-6 months),0
54422,0,12.0,Computer,Tier 3,9.0,Debit Card,Male,3.0,5,Laptop & Accessory,1,Married,5,No Complaint,19.0,2.0,8.0,6.0,177.49,Active,Mid (6-12 months),1
54423,0,6.0,Phone,Tier 1,9.0,COD,Male,3.0,5,Laptop & Accessory,5,Single,6,No Complaint,14.0,1.0,2.0,5.0,146.76,Active,New (0-6 months),0
54424,0,20.0,Mobile Phone,Tier 3,9.0,Cash on Delivery,Female,4.0,6,Grocery,4,Married,5,Complained,15.0,7.0,8.0,8.0,293.72,Active,Loyal (12+ months),2
54425,1,1.0,Mobile Phone,Tier 1,9.0,Debit Card,Male,4.0,4,Mobile Phone,3,Single,4,No Complaint,12.0,1.0,2.0,1.0,159.85,Churned,New (0-6 months),0
54426,0,3.0,Mobile Phone,Tier 3,9.0,Credit Card,Male,4.0,5,Laptop & Accessory,4,Married,4,No Complaint,20.0,2.0,2.0,1.0,191.44,Active,New (0-6 months),0
54427,0,5.0,Mobile Phone,Tier 1,30.0,Credit Card,Male,4.0,5,Laptop & Accessory,1,Married,2,No Complaint,22.0,1.0,8.0,9.0,180.82,Active,New (0-6 months),1
54428,0,1.0,Computer,Tier 1,12.0,Debit Card,Male,3.0,2,Laptop & Accessory,5,Married,3,No Complaint,13.0,2.0,2.0,6.0,165.0,Active,New (0-6 months),0
54429,0,19.0,Mobile Phone,Tier 1,27.0,Credit Card,Male,4.0,4,Grocery,1,Married,2,Complained,15.0,3.0,2.0,11.0,259.96,Active,Loyal (12+ months),3
54430,0,10.0,Mobile Phone,Tier 1,13.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,2,No Complaint,12.0,2.0,11.0,12.0,157.1,Active,Mid (6-12 months),1
54431,0,29.0,Mobile Phone,Tier 1,7.0,Credit Card,Male,3.0,4,Others,5,Single,2,Complained,15.0,4.0,5.0,14.0,315.45,Active,Loyal (12+ months),2
54432,1,11.0,Computer,Tier 1,36.0,Debit Card,Male,3.0,4,Fashion,4,Married,3,Complained,13.0,5.0,2.0,10.0,243.49,Churned,Mid (6-12 months),2
54433,0,2.0,Phone,Tier 1,16.0,Credit Card,Male,4.0,4,Mobile Phone,1,Married,3,No Complaint,24.0,2.0,2.0,5.0,145.7,Active,New (0-6 months),1
54434,0,11.0,Mobile Phone,Tier 3,13.0,Credit Card,Male,4.0,4,Laptop & Accessory,1,Married,6,No Complaint,15.0,2.0,2.0,2.0,190.02,Active,Mid (6-12 months),1
54435,0,1.0,Mobile Phone,Tier 1,10.0,Credit Card,Male,4.0,5,Mobile Phone,3,Single,3,No Complaint,18.0,2.0,2.0,1.0,157.3,Active,New (0-6 months),0
54436,0,11.0,Computer,Tier 1,7.0,Credit Card,Female,4.0,4,Fashion,1,Married,4,Complained,19.0,1.0,2.0,3.0,261.03,Active,Mid (6-12 months),3
54437,0,9.0,Mobile Phone,Tier 1,29.0,Debit Card,Female,4.0,2,Fashion,4,Married,9,No Complaint,19.0,6.0,2.0,3.0,244.96,Active,Mid (6-12 months),0
54438,0,12.0,Mobile Phone,Tier 3,14.0,Credit Card,Female,3.0,2,Laptop & Accessory,5,Married,3,Complained,25.0,5.0,8.0,8.0,181.05,Active,Mid (6-12 months),2
54439,0,1.0,Computer,Tier 1,7.0,Debit Card,Female,3.0,4,Laptop & Accessory,4,Married,3,No Complaint,21.0,2.0,2.0,5.0,188.97,Active,New (0-6 months),0
